236,naive,0.1626,101
237,naive,0.1187,101
238,naive,0.1142,101
239,naive,0.1157,101
240,naive,0.1138,101
241,naive,0.1159,101
242,naive,0.1162,101
243,naive,0.1157,101
244,naive,0.1658,101
245,naive,0.1613,101
246,naive,0.1176,101
247,naive,0.157,101
248,naive,0.1178,101
249,naive,0.1186,101
250,naive,0.1143,101
251,naive,0.1634,101
252,naive,0.1705,101
253,naive,0.1125,101
254,naive,0.119,101
255,naive,0.122,101
256,naive,0.1269,102
257,naive,0.1125,102
258,naive,0.1235,102
259,naive,0.1111,102
260,naive,0.1192,102
261,naive,0.1116,102
262,naive,0.1077,102
263,naive,0.1147,102
264,naive,0.1073,102
265,naive,0.1279,102
266,naive,0.1199,102
267,naive,0.1133,102
268,naive,0.1075,102
269,naive,0.1118,102
270,naive,0.1291,102
271,naive,0.1074,102
272,naive,0.117,102
273,naive,0.1434,102
274,naive,0.1187,102
275,naive,0.1846,102
276,naive,0.1197,102
277,naive,0.1731,102
278,naive,0.1219,102
279,naive,0.3037,102
280,naive,0.1209,102
281,naive,0.1162,102
282,naive,0.1173,102
283,naive,0.1176,102
284,naive,0.1195,102
285,naive,0.121,102
286,naive,0.211,102
287,naive,0.1178,102
288,naive,0.1222,102
289,naive,0.1161,102
290,naive,0.1417,102
291,naive,0.1881,102
292,naive,0.1164,102
293,naive,0.119,102
294,naive,0.1161,102
295,naive,0.1646,102
296,naive,0.1343,102
297,naive,0.1178,102
298,naive,0.1198,102
299,naive,0.187,102
300,naive,0.1204,102
301,naive,0.2159,102
302,naive,0.12,102
303,naive,0.1279,102
304,naive,0.1455,102
305,naive,0.1163,102
306,naive,0.202,102
307,naive,0.1196,102
308,naive,0.1178,102
309,naive,0.1405,102
310,naive,0.1239,102
311,naive,0.1364,102
312,naive,0.1769,102
313,naive,0.1186,102
314,naive,0.2688,102
315,naive,0.1167,102
316,naive,0.121,102
317,naive,0.1186,102
318,naive,0.1216,102
319,naive,0.1171,102
320,naive,0.1298,103
321,naive,0.1168,103
322,naive,0.217,103
323,naive,0.2105,103
324,naive,0.1291,103
325,naive,0.1359,103
326,naive,0.1894,103
327,naive,0.1658,103
328,naive,0.135,103
329,naive,0.1266,103
330,naive,0.1424,103
331,naive,0.1876,103
332,naive,0.1616,103
333,naive,0.1439,103
334,naive,0.1439,103
335,naive,0.1488,103
336,naive,0.1647,103
337,naive,0.1233,103
338,naive,0.1203,103
339,naive,0.2187,103
340,naive,0.13,103
341,naive,0.1242,103
342,naive,0.1236,103
343,naive,0.1235,103
344,naive,0.1446,103
345,naive,0.1511,103
346,naive,0.15,103
347,naive,0.1493,103
348,naive,0.1392,103
349,naive,0.1494,103
350,naive,0.1258,103
351,naive,0.1257,103
352,naive,0.126,103
353,naive,0.2927,103
354,naive,0.227,103
355,naive,0.1207,103
356,naive,0.1482,103
357,naive,0.1249,103
358,naive,0.1626,103
359,naive,0.1188,103
360,naive,0.1224,103
361,naive,0.2117,103
362,naive,0.1244,103
363,naive,0.1297,103
364,naive,0.1369,103
365,naive,0.1259,103
366,naive,0.1662,103
367,naive,0.1238,103
368,naive,0.1281,103
369,naive,0.1949,103
370,naive,0.124,103
371,naive,0.1184,103
372,naive,0.1195,103
373,naive,0.1242,103
374,naive,0.1372,103
375,naive,0.1492,103
376,naive,0.1317,103
377,naive,0.1463,103
378,naive,0.1354,103
379,naive,0.1349,103
380,naive,0.1243,103
381,naive,0.1354,103
382,naive,0.1223,103
383,naive,0.1245,103
384,naive,0.12,103
385,naive,0.1255,103
386,naive,0.1252,103
387,naive,0.1263,103
388,naive,0.1291,103
389,naive,0.133,103
390,naive,0.1258,103
391,naive,0.1341,103
392,naive,0.1691,103
393,naive,0.1297,103
394,naive,0.1319,103
395,naive,0.1261,103
396,naive,0.1176,103
397,naive,0.1217,104
398,naive,0.1269,104
399,naive,0.1152,104
400,naive,0.1254,104
401,naive,0.1305,104
402,naive,0.1249,104
403,naive,0.116,104
404,naive,0.1606,104
405,naive,0.1232,104
406,naive,0.1279,104
407,naive,0.1189,104
408,naive,0.1304,104
409,naive,0.1131,104
410,naive,0.1185,104
411,naive,0.1244,104
412,naive,0.3004,104
413,naive,0.1534,104
414,naive,0.1867,104
415,naive,0.1545,104
416,naive,0.1209,104
417,naive,0.1281,104
418,naive,0.1281,104
419,naive,0.1408,104
420,naive,0.1356,104
421,naive,0.1411,104
422,naive,0.1298,104
423,naive,0.1215,104
424,naive,0.1334,104
425,naive,0.1354,104
426,naive,0.1336,104
427,naive,0.1449,104
428,naive,0.127,104
429,naive,0.1529,104
430,naive,0.1281,104
431,naive,0.1262,104
432,naive,0.1238,104
433,naive,0.135,104
434,naive,0.1265,104
435,naive,0.1276,104
436,naive,0.4455,104
437,naive,0.1705,104
438,naive,0.1205,104
439,naive,0.1317,104
440,naive,0.1289,104
441,naive,0.121,104
442,naive,0.1573,104
443,naive,0.1747,104
444,naive,0.1252,104
445,naive,0.127,104
446,naive,0.1273,104
447,naive,0.1265,104
448,naive,0.1218,104
449,naive,0.1508,104
450,naive,0.1687,104
451,naive,0.1447,104
452,naive,0.1465,104
453,naive,0.122,104
454,naive,0.1504,104
455,naive,0.1488,104
456,naive,0.275,104
457,naive,0.1257,104
458,naive,0.1256,104
459,naive,0.1249,104
460,naive,0.1278,104
461,naive,0.125,104
462,naive,0.1269,104
463,naive,0.1261,104
464,naive,0.1551,104
465,naive,0.1363,104
466,naive,0.1292,104
467,naive,0.1241,104
468,naive,0.1252,104
469,naive,0.1825,104
470,naive,0.1592,104
471,naive,0.2601,104
472,naive,0.1288,104
473,naive,0.1269,104
474,naive,0.127,104
475,naive,0.1769,104
476,naive,0.149,104
477,naive,0.1294,104
